[0719/154046:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0719/154046:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0719/154046:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0719/154046:ERROR:cache_creator.cc(129)] Unable to create cache
[1004/150238:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150243:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150248:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150253:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150258:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150303:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150308:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150313:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150318:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150323:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150328:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150333:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150338:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150343:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150348:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150353:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150358:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150403:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150408:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150413:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150418:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150423:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150428:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150433:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150438:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150443:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150448:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150453:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150458:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150503:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150509:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150514:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150519:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150524:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150529:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150534:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150539:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150544:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150549:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150554:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150559:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150604:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150609:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150614:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150619:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150624:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150629:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150634:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150639:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150644:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150649:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150654:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150659:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150704:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150709:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150714:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150719:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150724:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150729:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150734:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150739:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150745:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150750:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150755:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150800:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150805:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150810:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150815:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150820:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150825:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150830:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150835:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150840:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150845:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150850:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150855:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150900:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150905:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150910:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150915:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150920:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150925:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150930:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150935:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150940:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150945:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150950:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/150955:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151000:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151005:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151010:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151015:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151020:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151026:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151031:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151036:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151041:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151046:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151051:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151056:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151101:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151106:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151111:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151116:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151121:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151126:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151131:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151136:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151141:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151146:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151151:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151156:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151201:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151206:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151211:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151216:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151221:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151226:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151231:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151236:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151241:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151246:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151251:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151256:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151301:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151306:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151311:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151316:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151321:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151326:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151331:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151336:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151341:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151346:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151351:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151356:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151402:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151407:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151412:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151417:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151422:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151427:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151432:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151437:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151442:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151447:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151452:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151457:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151502:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151507:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151512:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151517:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151522:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151527:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151532:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151537:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151542:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151547:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151552:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151557:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151602:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151607:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151612:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151617:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151622:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151627:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151632:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151637:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151642:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151647:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151652:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151657:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151702:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151707:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151712:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151717:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151722:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151727:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151732:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151737:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151742:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151747:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151752:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151757:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151802:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151807:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151812:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151817:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151822:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151827:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151832:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151837:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151842:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151848:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151853:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151858:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151903:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151908:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151913:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151918:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151923:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151928:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151933:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151938:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151943:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151948:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151953:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/151958:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152003:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152008:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152013:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152018:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152023:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152028:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152033:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152038:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152043:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152048:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152053:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152058:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152103:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152108:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152113:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152118:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152123:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152128:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/152133:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
